"ID";"ErgZei";"Typ"
445;"3 19 Rudergesellschaft Eberbach 1899 e.V. 3:57.49";
446;"Philipp Ehls +0:03.20";
447;"4 15 Wassersport-Verein Waldshut e.V. 3:57.74";
448;"Samuel Urwalek +0:03.45";
449;"5 22 Ruderclub Rheinfelden e.V. 3:58.38";
450;"Magnus Penninggers +0:04.09";
451;"6 5 Marbacher Ruderverein von 1920 e.V. (Boot 3) 4:19.14";
452;"Anton Strebel +0:24.85";
453;"Schiedsrichter: BRANDT, Joachim (Abstatt, GER)";
454;"Abmeldungen";
455;"1 Heilbronner RG Schwaben (Boot 1)";
456;"8 Breisacher RV (Boot 1)";
457;"12 TRV Fidelia";
458;"17 RV Friedrichshafen";
459;"Internet: https://breisacher-ruderverein.de Seite 10/46";
460;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
461;"23 Marbacher RV (Boot 2)";
462;"Rennen 117 - Jung 4x+ 12+13, Jungen-Doppelvierer m. St. 12 u. 13 Jahre";
463;"Finale";
464;"Rang StNr Boot/Mannschaft Ergebnis";
465;"1 1 Ruderverein Waldsee 1900 e.V. 4:34.55";
466;"Elias Sonnberger, Lasse Wingart, Lian Nanaj, Farell Fischer, St. Unai Coronado-";
467;"Damm";
468;"2 3 Mannheimer Rudergesellschaft Baden von 1880 e.V. 4:46.09";
469;"Jonas Störtenbecker, Adrian Sojat, Julius Schulz, Erik Maats, St. Elisabeth Schädel +4:46.09";
470;"3 4 Ruderclub Nürtingen e.V. 5:19.12";
471;"Marlon Reise, Samuel Popa, Illia Bezkrovnyi, Ivan Bezkrovnyi, St. Emma +5:19.12";
472;"Schlauersbach";
473;"2 Lauffener Ruderclub ""Neckar"" e.V. 1931 ausgeschlossen";
474;"Jonas Koch, Nathanael Ehmer, Kilian Saur, Theophil Saur, St. Simeon Ehmer";
475;"5 Heidelberger Ruderklub 1872 e.V. ausgeschlossen";
476;"Paul Kenneweg, Jakob Deisler, Carl Kihm, Jakob Hennes, St. Leo Neusius";
477;"Schiedsrichter: FALK, Mary Carol (Ladenburg, GER)";
478;"Rennen 119 - Mäd 1x 14 LG, Lgw.-Mädchen-Einer 14 Jahre";
479;"Finale";
480;"Rang StNr Boot/Mannschaft Ergebnis";
481;"1 2 Ruderclub Nürtingen e.V. 4:31.42";
482;"Hanna Fütterer";
483;"2 3 Stuttgarter Rudergesellschaft von 1899 e.V. 4:34.97";
484;"Lilly Hugle +0:03.54";
485;"3 1 Stuttgart-Cannstatter Ruderclub von 1910 e.V. (Boot 1) 4:46.37";
486;"Katharina Klenk +0:14.95";
487;"4 4 Stuttgart-Cannstatter Ruderclub von 1910 e.V. (Boot 2) 5:33.73";
488;"Ekaterini Papadopoulou +1:02.30";
489;"Schiedsrichter: MOLLY, Markus (Winterlingen, GER)";
490;"Rennen 120 - MM 8+ C, Masters-Männer-Achter m. St. C";
491;"Finale";
492;"Rang StNr Boot/Mannschaft Ergebnis";
493;"1 1 Ruderclub Nürtingen e.V. 3:10.60";
494;"Martin Fouque, Clemens Mistele, Tamás Horváth, Volker Wintergerst, Albrecht";
495;"Rosenfeld, Christian Heszler, Christian Bartels, Andreas Rieger, St. Tanja Knöll";
496;"2 3 Rudergesellschaft ""Ghibellinia"" Waiblingen 1920 e.V. 3:12.24";
497;"Alex Hernandez, Axel Volpp, Alexander Heck, Ralf Eifrig, Sebastian Augustin, +0:01.64";
498;"Maximilian Hess, Andreas Schwab, Markus Baumann, St. Katharina Baumann";
499;"3 2 Marbacher Ruderverein von 1920 e.V. 3:15.79";
500;"Martin Ihle, Michael Born, Christof Schulz, Tilmann Schmidt-Sandte, Jonas Schmidt, +0:05.19";
501;"Michael Breitenbücher, René Bischoff, Alexander Keller, St. Mia-Sophie Walesch";
502;"Schiedsrichter: BRANDT, Joachim (Abstatt, GER)";
503;"Internet: https://breisacher-ruderverein.de Seite 11/46";
504;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
505;"Rennen 122 - JM 1x B, Junioren-Einer B";
506;"Vorlauf 1";
507;"Rang StNr Boot/Mannschaft Ergebnis";
508;"1 3 Breisacher Ruderverein e.V. (Boot 1) 3:38.12";
509;"Liam Bois";
510;"2 2 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 3:50.10";
511;"Denys Bidnyi +0:11.98";
512;"3 1 Lauffener Ruderclub ""Neckar"" e.V. 1931 3:53.15";
513;"Felix Jargon +0:15.02";
514;"4 4 Heilbronner Rudergesellschaft ""Schwaben"" e.V. (Boot 1) 4:05.94";
515;"Samuel Zimnik +0:27.81";
516;"5 5 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 (Boot 2) 4:13.09";
517;"Maximilian Wiest +0:34.97";
518;"Schiedsrichter: FALK, Mary Carol (Ladenburg, GER)";
519;"Vorlauf 2";
520;"Rang StNr Boot/Mannschaft Ergebnis";
521;"1 10 Stuttgarter Rudergesellschaft von 1899 e.V. 3:41.67";
522;"Pascal Bienert";
523;"2 11 Ulmer Ruderclub Donau e.V. 3:46.67";
524;"Moritz Henßler +0:04.99";
525;"3 8 Breisacher Ruderverein e.V. (Boot 2) 3:51.55";
526;"Max Mielke +0:09.87";
527;"4 9 Marbacher Ruderverein von 1920 e.V. (Boot 2) 4:14.62";
528;"Jesko Zahn +0:32.94";
529;"5 7 Heilbronner Rudergesellschaft ""Schwaben"" e.V. (Boot 2) 4:23.41";
530;"Marlo Müller +0:41.74";
531;"Schiedsrichter: LANDMANN, Lucas (Breisach, GER)";
532;"Vorlauf 3";
533;"Rang StNr Boot/Mannschaft Ergebnis";
534;"1 13 Mannheimer Regatta-Verein e.V. (Boot 1) 3:40.76";
535;"Janis Lenhardt";
536;"2 14 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 (Boot 1) 3:48.20";
537;"Laslo Seeliger +0:07.44";
538;"3 12 Marbacher Ruderverein von 1920 e.V. (Boot 1) 4:00.42";
539;"Fabian Böker +0:19.66";
540;"4 15 Breisacher Ruderverein e.V. (Boot 3) 4:06.25";
541;"Paul Hau +0:25.49";
542;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
543;"Internet: https://breisacher-ruderverein.de Seite 12/46";
544;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
545;"Finale";
546;"Rang StNr Boot/Mannschaft Ergebnis";
547;"1 13 Mannheimer Regatta-Verein e.V. (Boot 1) 3:52.56";
548;"Janis Lenhardt";
549;"2 3 Breisacher Ruderverein e.V. (Boot 1) 3:55.54";
550;"Liam Bois +0:02.97";
551;"3 10 Stuttgarter Rudergesellschaft von 1899 e.V. 3:58.52";
552;"Pascal Bienert +0:05.95";
553;"4 11 Ulmer Ruderclub Donau e.V. 4:04.43";
554;"Moritz Henßler +0:11.87";
555;"4 2 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 4:04.43";
556;"Denys Bidnyi +0:11.87";
557;"6 14 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 (Boot 1) 4:05.61";
558;"Laslo Seeliger +0:13.05";
559;"Schiedsrichter: LANDMANN, Lucas (Breisach, GER)";
560;"Abmeldungen";
561;"6 Mannheimer Regatta-Verein (Boot 2)";
562;"Rennen 123 - SF 4- A, Frauen-Vierer o. St. A";
563;"Finale";
564;"Rang StNr Boot/Mannschaft Ergebnis";
565;"1 5 Ulmer Ruderclub Donau e.V. 3:45.70";
566;"Lilly Häußler, Liz Sauter, Elisa Romer, Harriet Wappler-Niemeyer";
567;"2 3 Heidelberger Ruderklub 1872 e.V. (Boot 2) 3:50.87";
568;"Hannah Ridder, Alena Losgar, Jonna Janssen, Elena Weyers +0:05.17";
569;"3 4 Rudergesellschaft Heidelberg 1898 e.V. 3:55.72";
570;"Mia Zipperle, Anna Miucci, Lenda Riegraf, Marina Warnke +0:10.01";
571;"4 2 Heidelberger Ruderklub 1872 e.V. (Boot 1) 4:03.68";
572;"Larissa Motsch, Luna Ehlers, Nathalie Böck, Lisanne Schlüter +0:17.98";
573;"5 1 Mannheimer RV Amicitia von 1876 4:14.83";
574;"Hanna Kügler, Felice Orth, Verena Schuhmacher, Johanna Neumann +0:29.13";
575;"Schiedsrichter: MOLLY, Markus (Winterlingen, GER)";
576;"Rennen 124 - Jung 1x 14 LG, Lgw.-Jungen-Einer 14 Jahre";
577;"Vorlauf 1";
578;"Rang StNr Boot/Mannschaft Ergebnis";
579;"1 1 Rudergesellschaft Eberbach 1899 e.V. 4:01.74";
580;"Jonathan Karl Müller";
581;"2 4 Ruderverein Esslingen e.V. 4:20.97";
582;"Leonard Pottgiesser +0:19.23";
583;"3 3 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 4:23.59";
584;"Vukasin Vasin +0:21.85";
585;"4 2 Ruderclub Nürtingen e.V. (Boot 3) 4:28.41";
586;"Neo Bartel +0:26.67";
587;"Schiedsrichter: MOLLY, Markus (Winterlingen, GER)";
588;"Internet: https://breisacher-ruderverein.de Seite 13/46";
589;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
590;"Vorlauf 2";
591;"Rang StNr Boot/Mannschaft Ergebnis";
592;"1 6 Heidelberger Ruderklub 1872 e.V. 4:12.39";
593;"Leo Neusius";
594;"2 5 Ruderclub Nürtingen e.V. (Boot 1) 4:16.20";
595;"Nils Kreuzhof +0:03.81";
596;"3 8 Ruderclub Nürtingen e.V. (Boot 2) 4:16.55";
597;"Konrad Knopf +0:04.16";
598;"4 7 Ulmer Ruderclub Donau e.V. 4:17.82";
599;"Tim Bauer +0:05.42";
600;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
601;"Finale";
602;"Rang StNr Boot/Mannschaft Ergebnis";
603;"1 1 Rudergesellschaft Eberbach 1899 e.V. 4:32.47";
604;"Jonathan Karl Müller";
605;"2 6 Heidelberger Ruderklub 1872 e.V. 4:40.84";
606;"Leo Neusius +0:08.36";
607;"3 4 Ruderverein Esslingen e.V. 4:44.15";
608;"Leonard Pottgiesser +0:11.67";
1130;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
1131;"Vorlauf 2";
1132;"Rang StNr Boot/Mannschaft Ergebnis";
1133;"1 6 Ulmer Ruderclub Donau e.V. 3:24.27";
1134;"Elisa Romer, Liz Sauter, Beatriz Schillinger, Harriet Wappler-Niemeyer";
1135;"2 8 Heidelberger Ruderklub 1872 e.V. 3:24.57";
1136;"Alina Steffens, Lina Kirschner, Alena Losgar, Marie Treppke +0:00.30";
1137;"3 7 Stuttgarter Rudergesellschaft von 1899 e.V. 3:31.45";
1138;"Frauke Maier, Mona Ardeleanu, Anja Seuchz-Wirth, Gina Völsgen +0:07.18";
1139;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
1140;"Finale";
1141;"Rang StNr Boot/Mannschaft Ergebnis";
1142;"1 3 Rudergesellschaft Heidelberg 1898 e.V. 3:21.52";
1143;"Lenda Riegraf, Anna Miucci, Marit Neumann, Dorothee Honnen";
1144;"2 5 Breisacher Ruderverein e.V. 3:23.02";
1145;"Eva-Louisa Eschbach, Lina Marie Breitenfeldt, Clara-Larissa Eschbach, Claire Licht +0:01.50";
1146;"3 2 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 3:23.78";
1147;"Salome Horrer, Emilie Schaufler, Johanna Györffy, Zoe Würfel +0:02.26";
609;"4 5 Ruderclub Nürtingen e.V. (Boot 1) 4:52.81";
610;"Nils Kreuzhof +0:20.33";
611;"5 8 Ruderclub Nürtingen e.V. (Boot 2) 4:53.46";
612;"Konrad Knopf +0:20.99";
613;"6 3 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 5:08.22";
614;"Vukasin Vasin +0:35.74";
615;"Schiedsrichter: LANDMANN, Lucas (Breisach, GER)";
616;"Rennen 125 - Jung/Mäd 4x+ 12+13, Jungen/Mädchen-Doppelvierer m. St. 12 u. 13 Jahre Mix";
618;"Finale";
619;"Rang StNr Boot/Mannschaft Ergebnis";
620;"1 5 Ruderclub Nürtingen e.V. 4:12.62";
621;"Lilia Fick, Nathanael Seefried, Lisa Maier, Felix Hummel, St. Neo Bartel";
622;"2 4 Mannheimer RV Amicitia von 1876 4:58.21";
623;"Daan Leswin, Johanna Englert, Svenja Wolf, Moritz Bach, St. Fabio Quilitz +0:45.59";
624;"1 Rudergesellschaft Eberbach 1899 e.V. ausgeschlossen";
625;"Helene Ella Müller, Franziska Schweighardt, Lev Graf, Dimitry Khomych, St. Lani";
626;"Kunze";
627;"3 Rgm. RG Heidelberg / Heidelberg College nicht am Start";
628;"Patrizia Böhm, Emilie Richter, Luis Barsch, Julius Keinath, St. Anna-Katharina Piontek";
629;"Schiedsrichter: MOLLY, Markus (Winterlingen, GER)";
630;"Abmeldungen";
631;"2 Mannheimer RG Baden";
632;"Internet: https://breisacher-ruderverein.de Seite 14/46";
633;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
634;"Rennen 126 - SM 1x A LG, Lgw.-Männer-Einer A";
635;"Vorlauf 1";
636;"Rang StNr Boot/Mannschaft Ergebnis";
637;"1 1 Heilbronner Rudergesellschaft ""Schwaben"" e.V. 3:38.00";
638;"Felix Nack";
639;"2 3 Ulmer Ruderclub Donau e.V. 3:39.59";
640;"Manuel Mützel +0:01.59";
641;"3 2 Ruderclub Nürtingen e.V. (Boot 2) 3:44.73";
642;"Max Melcher +0:06.73";
643;"4 4 Lauffener Ruderclub ""Neckar"" e.V. 1931 3:48.33";
644;"Jonas Lindenmann +0:10.33";
645;"Schiedsrichter: FALK, Mary Carol (Ladenburg, GER)";
646;"Vorlauf 2";
647;"Rang StNr Boot/Mannschaft Ergebnis";
648;"1 5 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 3:43.74";
649;"Antonio Bashich";
650;"2 6 Karlsruher Ruder-Verein Wiking von 1879 e.V. 3:47.17";
651;"Constantin Pietrek +0:03.43";
652;"3 7 Ruderclub Nürtingen e.V. (Boot 1) 3:51.19";
653;"Urs Strohmann +0:07.45";
654;"Schiedsrichter: LANDMANN, Lucas (Breisach, GER)";
655;"Finale";
656;"Rang StNr Boot/Mannschaft Ergebnis";
657;"1 1 Heilbronner Rudergesellschaft ""Schwaben"" e.V. 3:53.80";
658;"Felix Nack";
659;"2 2 Ruderclub Nürtingen e.V. (Boot 2) 3:54.48";
660;"Max Melcher +0:00.68";
661;"3 3 Ulmer Ruderclub Donau e.V. 3:57.10";
662;"Manuel Mützel +0:03.30";
663;"4 5 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 4:14.48";
664;"Antonio Bashich +0:20.68";
665;"5 4 Lauffener Ruderclub ""Neckar"" e.V. 1931 4:16.24";
666;"Jonas Lindenmann +0:22.43";
667;"6 6 Karlsruher Ruder-Verein Wiking von 1879 e.V. 4:17.36";
668;"Constantin Pietrek +0:23.56";
669;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
670;"Internet: https://breisacher-ruderverein.de Seite 15/46";
671;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
672;"Rennen 127 - SM 4- A, Männer-Vierer o. St. A";
673;"Finale";
674;"Rang StNr Boot/Mannschaft Ergebnis";
675;"1 6 Ulmer Ruderclub Donau e.V. 3:14.30";
676;"Jakob Krauter, Mikel Mardaras-Peters, Colin Gaukler, Tom Fuchs";
677;"2 2 Karlsruher Ruder-Verein Wiking von 1879 e.V. (Boot 1) 3:15.59";
678;"Raphael Mühlpfort, Rupert Pretzler, Adrian Seiler, Marvin Rüdt +0:01.29";
679;"3 5 Stuttgarter Rudergesellschaft von 1899 e.V. 3:19.65";
680;"Carsten Dalacker, Phlipp Kreiter, Emil Schmidberger, Simon Kramm +0:05.34";
681;"4 3 Ruderclub Nürtingen e.V. 3:20.62";
682;"Tom Klys, Jan Haßdenteufel, Julian Engel, Hannes Fouque +0:06.31";
683;"5 1 Mannheimer Ruder-Club von 1875 e.V. 3:27.22";
684;"Louis Kaiser, Ole Gerkens, Sebastian Laurent, Karl Baillot +0:12.91";
685;"6 7 Karlsruher Ruder-Verein Wiking von 1879 e.V. (Boot 2) 3:39.01";
686;"Lukas Jürgens, Tom Weinhardt, Simon Hilber, Jakob Eichmann +0:24.70";
687;"Schiedsrichter: LANDMANN, Lucas (Breisach, GER)";
688;"Abmeldungen";
689;"4 Stuttgart-Cannstatter RC";
690;"Rennen 128 - JM 2x B LG, Lgw.-Junioren-Doppelzweier B";
691;"Vorlauf 1";
692;"Rang StNr Boot/Mannschaft Ergebnis";
693;"1 5 Stuttgarter Rudergesellschaft von 1899 e.V. 3:31.44";
694;"Philipp Axmann, Moritz Fuchs";
695;"2 1 Heidelberger Ruderklub 1872 e.V. 3:33.24";
696;"Paul Roder, Tobia Lovera +0:01.79";
697;"3 4 Ruderverein Friedrichshafen e.V. 3:36.49";
698;"Joona Knievel, Jan Blinka +0:05.04";
699;"4 2 Ruderclub Nürtingen e.V. (Boot 1) 3:39.16";
700;"Emil Semmig, Ben Werner +0:07.71";
701;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
702;"Vorlauf 2";
703;"Rang StNr Boot/Mannschaft Ergebnis";
704;"1 8 Mannheimer Regatta-Verein e.V. 3:42.79";
705;"Constantin Köster, Orlando Reeg";
706;"2 9 Wassersportverein Schifferclub Neckarrems e.V. 3:52.51";
707;"Paul Grün, Jonathan Finnern +0:09.72";
708;"3 6 Ruderverein Esslingen e.V. 3:53.31";
709;"Jaron Werner, Luis Heinrich +0:10.52";
710;"4 7 Ruderclub Nürtingen e.V. (Boot 2) 3:55.97";
711;"Finn Otto, Oskar vom Stein +0:13.18";
712;"Schiedsrichter: FALK, Mary Carol (Ladenburg, GER)";
713;"Internet: https://breisacher-ruderverein.de Seite 16/46";
714;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
715;"Finale";
716;"Rang StNr Boot/Mannschaft Ergebnis";
717;"1 5 Stuttgarter Rudergesellschaft von 1899 e.V. 3:48.27";
718;"Philipp Axmann, Moritz Fuchs";
719;"2 1 Heidelberger Ruderklub 1872 e.V. 3:51.79";
720;"Paul Roder, Tobia Lovera +0:03.51";
721;"3 6 Ruderverein Esslingen e.V. 3:52.61";
722;"Jaron Werner, Luis Heinrich +0:04.34";
723;"4 8 Mannheimer Regatta-Verein e.V. 3:54.98";
724;"Constantin Köster, Orlando Reeg +0:06.71";
725;"5 4 Ruderverein Friedrichshafen e.V. 4:00.66";
726;"Joona Knievel, Jan Blinka +0:12.38";
727;"6 9 Wassersportverein Schifferclub Neckarrems e.V. 4:16.05";
728;"Paul Grün, Jonathan Finnern +0:27.77";
729;"Schiedsrichter: MOLLY, Markus (Winterlingen, GER)";
730;"Abmeldungen";
731;"3 Ulmer RC Donau";
732;"Rennen 129 - JF 4x A, Juniorinnen-Doppelvierer A";
733;"Finale";
734;"Rang StNr Boot/Mannschaft Ergebnis";
735;"1 3 Ulmer Ruderclub Donau e.V. 3:39.42";
736;"Franziska Durst, Lisa Denkinger-Rueda, Beatriz Schillinger, Emilia Maier";
737;"2 1 Rudergesellschaft Heidelberg 1898 e.V. 3:41.12";
738;"Alina Postels, Anna Janson, Carla Zajonc, Sofia Woelke +0:01.70";
739;"3 2 Marbacher Ruderverein von 1920 e.V. (Boot 1) 3:42.90";
740;"Aurelia Hammer, Lotta Bitz, Charlotte Schünemann, Julika Grünewald +0:03.48";
741;"4 6 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 3:53.94";
742;"Franziska Klenk, Johanna Warning, Johanna Gathmann, Hannah Schwarzbach +0:14.51";
743;"5 4 Marbacher Ruderverein von 1920 e.V. (Boot 2) 3:55.98";
744;"Paula Thaler, Marie Kayser, Lina Spahr, Lea Endreß +0:16.55";
745;"6 5 Ruderverein Waldsee 1900 e.V. 4:22.97";
746;"Theresa Sonnberger, Jule Gscheidle, Mathilda Sonnberger, Lina Dümmler +0:43.55";
747;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
748;"Rennen 130 - Jung 1x 14, Jungen-Einer 14 Jahre";
749;"Vorlauf 1";
750;"Rang StNr Boot/Mannschaft Ergebnis";
751;"1 5 Ruderclub Nürtingen e.V. (Boot 1) 3:46.77";
752;"Erik Fick";
753;"2 3 Heidelberger Ruderklub 1872 e.V. (Boot 1) 3:49.16";
754;"Pascal Hamann Velasco +0:02.39";
755;"3 1 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 3:54.22";
756;"Tim Kellner +0:07.44";
757;"4 2 Ruderclub Nürtingen e.V. (Boot 3) 3:58.85";
758;"Leo Werner +0:12.08";
759;"5 4 Ruderverein Esslingen e.V. (Boot 1) 4:08.17";
760;"Konrad Stolz +0:21.39";
761;"6 6 Wassersport-Verein Waldshut e.V. 4:08.94";
762;"Benjamin Urwalek +0:22.16";
763;"Schiedsrichter: LANDMANN, Lucas (Breisach, GER)";
764;"Internet: https://breisacher-ruderverein.de Seite 17/46";
765;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
766;"Vorlauf 2";
767;"Rang StNr Boot/Mannschaft Ergebnis";
768;"1 8 Ulmer Ruderclub Donau e.V. 3:52.10";
769;"Mika Erche";
770;"2 10 Heidelberger Ruderklub 1872 e.V. (Boot 2) 3:55.04";
771;"Emilio Campagnolo +0:02.94";
772;"3 7 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 3:56.95";
773;"Till Geiß +0:04.85";
774;"4 11 Ruderverein Esslingen e.V. (Boot 2) 3:58.77";
775;"Fabian Linssen +0:06.67";
776;"5 9 Ruderclub Nürtingen e.V. (Boot 2) 4:42.11";
777;"Cornelius Thiele +0:50.01";
778;"Schiedsrichter: MOLLY, Markus (Winterlingen, GER)";
779;"Finale";
780;"Rang StNr Boot/Mannschaft Ergebnis";
781;"1 5 Ruderclub Nürtingen e.V. (Boot 1) 4:20.09";
782;"Erik Fick";
783;"2 1 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 4:24.07";
784;"Tim Kellner +0:03.97";
785;"3 8 Ulmer Ruderclub Donau e.V. 4:27.06";
786;"Mika Erche +0:06.97";
787;"4 7 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 4:30.01";
788;"Till Geiß +0:09.91";
789;"5 3 Heidelberger Ruderklub 1872 e.V. (Boot 1) 4:30.31";
790;"Pascal Hamann Velasco +0:10.21";
791;"6 10 Heidelberger Ruderklub 1872 e.V. (Boot 2) 4:39.84";
792;"Emilio Campagnolo +0:19.75";
793;"Schiedsrichter: LANDMANN, Lucas (Breisach, GER)";
794;"Rennen 131 - JF 4x+ B, Juniorinnen-Doppelvierer m. St. B";
795;"Finale";
796;"Rang StNr Boot/Mannschaft Ergebnis";
797;"1 3 Stuttgarter Rudergesellschaft von 1899 e.V. 4:02.25";
798;"Lilja Godlinski, Ella Mahr, Caitlin Morton, Patricia Tomm, St. Lilly Hugle";
799;"2 1 Ruderclub Nürtingen e.V. 4:18.17";
800;"Lina Hummel, Amelie Thiele, Marita Golker, Charlotte Knopf, St. Emma +0:15.92";
801;"Schlauersbach";
802;"3 2 Rudergesellschaft Heidelberg 1898 e.V. 4:26.44";
803;"Anna-Lena Kelle, Marie Kindler, Maja Schneider, Carmen Stoller, St. Lotta Helbig +0:24.18";
804;"Schiedsrichter: MOLLY, Markus (Winterlingen, GER)";
805;"Internet: https://breisacher-ruderverein.de Seite 18/46";
806;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
807;"Rennen 133 - SF 1x A, Frauen-Einer A WP";
808;"Vorlauf 1";
809;"Rang StNr Boot/Mannschaft Ergebnis";
810;"1 4 Ruderclub Nürtingen e.V. 4:01.18";
811;"Neele Zahn";
812;"2 3 Heidelberger Ruderklub 1872 e.V. (Boot 1) 4:02.03";
813;"Lina Kirschner +0:00.85";
814;"3 1 Heidelberger Ruderklub 1872 e.V. (Boot 2) 4:10.42";
815;"Lisanne Schlüter +0:09.23";
816;"4 2 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 4:12.43";
817;"Rita Brandt +0:11.25";
818;"Schiedsrichter: BRÜHE, Beate (Ludwigshafen, GER)";
819;"Vorlauf 2";
820;"Rang StNr Boot/Mannschaft Ergebnis";
821;"1 7 Breisacher Ruderverein e.V. 3:59.05";
822;"Claire Licht";
823;"2 5 Rudergesellschaft Eberbach 1899 e.V. 4:02.83";
824;"Meaghan Snyman +0:03.77";
825;"3 6 Heidelberger Ruderklub 1872 e.V. (Boot 3) 4:08.35";
826;"Larissa Motsch +0:09.30";
827;"Schiedsrichter: BAUDER, Kurt (Mannheim, GER)";
828;"Finale";
829;"Rang StNr Boot/Mannschaft Ergebnis";
830;"1 4 Ruderclub Nürtingen e.V. 4:17.12";
831;"Neele Zahn";
832;"2 7 Breisacher Ruderverein e.V. 4:21.36";
833;"Claire Licht +0:04.24";
834;"3 5 Rudergesellschaft Eberbach 1899 e.V. 4:22.58";
835;"Meaghan Snyman +0:05.46";
836;"4 3 Heidelberger Ruderklub 1872 e.V. (Boot 1) 4:23.97";
837;"Lina Kirschner +0:06.85";
838;"5 1 Heidelberger Ruderklub 1872 e.V. (Boot 2) 4:35.93";
839;"Lisanne Schlüter +0:18.81";
840;"6 6 Heidelberger Ruderklub 1872 e.V. (Boot 3) 4:41.38";
841;"Larissa Motsch +0:24.26";
842;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
843;"Rennen 134 - JF 1x B LG, Lgw.-Juniorinnen-Einer B";
844;"Vorlauf 1";
845;"Rang StNr Boot/Mannschaft Ergebnis";
846;"1 4 Heidelberger Ruderklub 1872 e.V. (Boot 1) 4:11.78";
847;"Clara Voget";
848;"2 3 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 4:26.58";
849;"Samara Garrod +0:14.79";
850;"3 1 Heidelberger Ruderklub 1872 e.V. (Boot 3) 4:28.71";
851;"Luna Müssener +0:16.93";
852;"4 2 Breisacher Ruderverein e.V. 4:32.86";
853;"Paulina Widmaier +0:21.07";
854;"Schiedsrichter: DIODONE, Linus (Ludwigsburg, GER)";
855;"Internet: https://breisacher-ruderverein.de Seite 19/46";
856;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
857;"Vorlauf 2";
858;"Rang StNr Boot/Mannschaft Ergebnis";
859;"1 8 Stuttgarter Rudergesellschaft von 1899 e.V. 4:17.99";
860;"Marlene Hetzel";
861;"2 7 Heidelberger Ruderklub 1872 e.V. (Boot 2) 4:24.56";
862;"Felicia Marty +0:06.57";
863;"3 6 Mannheimer Regatta-Verein e.V. 4:35.11";
864;"Luise Weber +0:17.11";
865;"4 5 Ruderverein Friedrichshafen e.V. 4:46.62";
866;"Hanna Arvaj +0:28.63";
867;"Schiedsrichter: BRÜHE, Beate (Ludwigshafen, GER)";
868;"Finale";
869;"Rang StNr Boot/Mannschaft Ergebnis";
870;"1 4 Heidelberger Ruderklub 1872 e.V. (Boot 1) 4:40.22";
871;"Clara Voget";
872;"2 8 Stuttgarter Rudergesellschaft von 1899 e.V. 4:44.86";
873;"Marlene Hetzel +0:04.63";
874;"3 1 Heidelberger Ruderklub 1872 e.V. (Boot 3) 4:55.73";
875;"Luna Müssener +0:15.51";
876;"4 7 Heidelberger Ruderklub 1872 e.V. (Boot 2) 4:57.64";
877;"Felicia Marty +0:17.41";
