"ID";"ErgZei";"Typ"
878;"5 3 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 5:00.18";
879;"Samara Garrod +0:19.96";
880;"6 6 Mannheimer Regatta-Verein e.V. 5:08.16";
881;"Luise Weber +0:27.93";
882;"Schiedsrichter: LANDMANN, Lucas (Breisach, GER)";
883;"Rennen 135 - Jung 1x 13 LG, Lgw.-Jungen-Einer 13 Jahre";
884;"Finale";
885;"Rang StNr Boot/Mannschaft Ergebnis";
886;"1 1 Marbacher Ruderverein von 1920 e.V. 4:52.55";
887;"Johannes Pfeil";
888;"2 3 Ruderclub Undine e.V. Radolfzell 5:38.99";
889;"Joel Rottmann +0:46.44";
890;"3 2 Ruderclub Nürtingen e.V. 5:46.61";
891;"Samuel Popa +0:54.06";
892;"Schiedsrichter: MOLLY, Markus (Winterlingen, GER)";
893;"Internet: https://breisacher-ruderverein.de Seite 20/46";
894;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
895;"Rennen 136 - JM 2x A LG, Lgw.-Junioren-Doppelzweier A";
896;"Finale";
897;"Rang StNr Boot/Mannschaft Ergebnis";
898;"1 6 Ruderclub Rheinfelden e.V. 3:30.70";
899;"Jona Maier, Patrick Tannenberger";
900;"2 2 Ruderverein Friedrichshafen e.V. 3:32.32";
901;"Linus Kilches, Felix Strauch +0:01.61";
902;"3 4 Stuttgarter Rudergesellschaft von 1899 e.V. 3:33.27";
903;"Joshua Reimers, Serafino Jotter +0:02.56";
904;"4 1 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 3:40.08";
905;"Finn Melde, Tim Schmidt +0:09.37";
906;"5 5 Mannheimer RV Amicitia von 1876 3:46.08";
907;"Konstantin Schneider, Mathis Knappenberger +0:15.37";
908;"6 3 Heidelberger Ruderklub 1872 e.V. 3:49.08";
909;"Lorenz Karger, Gero Focken +0:18.37";
910;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
911;"Rennen 137 - Mäd 4x+ 13+14, Mädchen-Doppelvierer m. St. 13 u. 14 Jahre";
912;"Finale";
913;"Rang StNr Boot/Mannschaft Ergebnis";
914;"1 1 Marbacher Ruderverein von 1920 e.V. 4:02.90";
915;"Leonie Kayser, Johanna Stadtfeld, Helene Schnurr, Sophie Watzka, St. Jesko Zahn";
916;"2 5 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 4:09.88";
917;"Katharina Klenk, Ayaz Nutku, Ekaterini Papadopoulou, Johanna Kilgus, St. Jonas +0:06.97";
918;"Clemens";
919;"3 4 Ulmer Ruderclub Donau e.V. 4:16.86";
920;"Leyla Tuna, Valerie Guter, Sophie Torrubias Florentin, Lilli Sophia Schmid, +0:13.96";
921;"St. Federico Di Vitto";
922;"4 2 Heidelberger Ruderklub 1872 e.V. 4:24.57";
923;"Ava Schnell, Elizabeth Baldessari, Carla Hagedorn, Hannah Mack, St. Marie Ehehalt +0:21.67";
924;"5 3 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 4:38.37";
925;"Frieda Braun, Marla Pattathu, Carlotta Janssen, Emilia Hasenclever, St. Henri +0:35.47";
926;"Leforestier";
927;"Schiedsrichter: LANDMANN, Lucas (Breisach, GER)";
928;"Rennen 138 - Jung 1x 13, Jungen-Einer 13 Jahre";
929;"Vorlauf 1";
930;"Rang StNr Boot/Mannschaft Ergebnis";
931;"1 3 Tübinger Ruderverein ""Fidelia"" 1877/1911 e.V. 4:04.01";
932;"Johann Tewes";
933;"2 2 Ruderclub Nürtingen e.V. (Boot 1) 4:10.95";
934;"Felix Hummel +0:06.93";
935;"3 4 Mannheimer RV Amicitia von 1876 4:15.06";
936;"Oguzhan Alan +0:11.05";
937;"4 1 Breisacher Ruderverein e.V. 4:19.87";
938;"Felix Schäfer +0:15.85";
939;"5 5 Ruderverein Waldsee 1900 e.V. 4:59.87";
940;"Lasse Wingart +0:55.85";
941;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
942;"Internet: https://breisacher-ruderverein.de Seite 21/46";
943;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
944;"Vorlauf 2";
945;"Rang StNr Boot/Mannschaft Ergebnis";
946;"1 9 Rudergesellschaft Eberbach 1899 e.V. 4:03.08";
947;"Linus Schüßler";
948;"2 8 Heilbronner Rudergesellschaft ""Schwaben"" e.V. 4:04.24";
949;"Tilo Müller +0:01.15";
950;"3 6 Ruderverein Esslingen e.V. 4:26.65";
951;"Maximilian Zenzinger +0:23.56";
952;"4 7 Ruderclub Nürtingen e.V. (Boot 2) 4:52.86";
953;"Marlon Reise +0:49.78";
954;"Schiedsrichter: LANDMANN, Lucas (Breisach, GER)";
955;"Finale";
956;"Rang StNr Boot/Mannschaft Ergebnis";
957;"1 3 Tübinger Ruderverein ""Fidelia"" 1877/1911 e.V. 4:15.25";
958;"Johann Tewes";
959;"2 9 Rudergesellschaft Eberbach 1899 e.V. 4:17.94";
960;"Linus Schüßler +0:02.69";
961;"3 6 Ruderverein Esslingen e.V. 4:24.30";
962;"Maximilian Zenzinger +0:09.05";
963;"4 8 Heilbronner Rudergesellschaft ""Schwaben"" e.V. 4:30.82";
964;"Tilo Müller +0:15.57";
965;"5 4 Mannheimer RV Amicitia von 1876 4:37.54";
966;"Oguzhan Alan +0:22.29";
967;"Schiedsrichter: MOLLY, Markus (Winterlingen, GER)";
968;"Abmeldungen";
969;"2 RC Nürtingen (Boot 1)";
970;"Rennen 139 - SM 4x A, Männer-Doppelvierer A";
971;"Vorlauf 1";
972;"Rang StNr Boot/Mannschaft Ergebnis";
973;"1 5 Ulmer Ruderclub Donau e.V. 3:02.78";
974;"Colin Gaukler, Manuel Mützel, Anton Frohwein, Mikel Mardaras-Peters";
975;"2 4 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 3:04.22";
976;"Jakob Holl, Simon Hillig, Paul Maissenhaelter, Lukas Geisenberger +0:01.44";
977;"3 3 Rudergesellschaft Heidelberg 1898 e.V. 3:05.58";
978;"Lukas Gehrig, Felix Epp, Thede de Boer, Dennis Großkopf +0:02.80";
979;"4 6 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 3:06.50";
980;"Antonio Bashich, Andreas Kress, Tobias Gathmann, Philip Kaltenborn +0:03.72";
981;"5 7 Mannheimer Ruder-Club von 1875 e.V. 3:07.03";
982;"Louis Kaiser, Benjamin Klein, Sebastian Laurent, Karl Baillot +0:04.25";
983;"6 1 Karlsruher Rheinklub Alemannia e.V. 3:09.15";
984;"Thiago Barretto, Nathan Fechler, Max Papp, Pablo Briz Zamorano +0:06.37";
985;"Schiedsrichter: BAUDER, Kurt (Mannheim, GER)";
986;"Internet: https://breisacher-ruderverein.de Seite 22/46";
987;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
988;"Vorlauf 2";
989;"Rang StNr Boot/Mannschaft Ergebnis";
990;"1 12 Karlsruher Ruder-Verein Wiking von 1879 e.V. (Boot 1) 3:01.89";
991;"Johann Fox, Alexander Dawallu, Rune Grofer, Karl Draper";
992;"2 10 Stuttgarter Rudergesellschaft von 1899 e.V. 3:03.61";
993;"Carsten Dalacker, Phlipp Kreiter, Emil Schmidberger, Simon Kramm +0:01.71";
994;"3 11 Ruderverein Waldsee 1900 e.V. 3:05.39";
995;"Jonas Frickel, Timon Christl, Finn Göttel, Lennart Wieland +0:03.49";
996;"4 9 Ruderclub Nürtingen e.V. 3:08.81";
997;"Hannes Fouque, Julian Engel, Urs Strohmann, Max Melcher +0:06.91";
998;"5 8 Karlsruher Ruder-Verein Wiking von 1879 e.V. (Boot 2) 3:19.15";
999;"Benjamin Jeria Marras, Felix Schön, Julian Müller, Constantin Pietrek +0:17.26";
1000;"Schiedsrichter: DIODONE, Linus (Ludwigsburg, GER)";
1001;"Finale";
1002;"Rang StNr Boot/Mannschaft Ergebnis";
1003;"1 5 Ulmer Ruderclub Donau e.V. 3:04.80";
1004;"Colin Gaukler, Manuel Mützel, Anton Frohwein, Mikel Mardaras-Peters";
1005;"2 12 Karlsruher Ruder-Verein Wiking von 1879 e.V. (Boot 1) 3:06.34";
1006;"Johann Fox, Alexander Dawallu, Rune Grofer, Karl Draper +0:01.54";
1007;"3 4 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 3:07.21";
1008;"Jakob Holl, Simon Hillig, Paul Maissenhaelter, Lukas Geisenberger +0:02.41";
1009;"4 11 Ruderverein Waldsee 1900 e.V. 3:11.05";
1010;"Jonas Frickel, Timon Christl, Finn Göttel, Lennart Wieland +0:06.25";
1011;"5 3 Rudergesellschaft Heidelberg 1898 e.V. 3:14.59";
1012;"Lukas Gehrig, Felix Epp, Thede de Boer, Dennis Großkopf +0:09.78";
1013;"6 10 Stuttgarter Rudergesellschaft von 1899 e.V. 3:16.16";
1014;"Carsten Dalacker, Phlipp Kreiter, Emil Schmidberger, Simon Kramm +0:11.35";
1015;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
1016;"Abmeldungen";
1017;"2 Karlsruher RV Wiking (Boot 3)";
1018;"13 RG Eberbach";
1019;"Rennen 140 - SF 2- A, Frauen-Zweier o. St. A";
1020;"Finale";
1021;"Rang StNr Boot/Mannschaft Ergebnis";
1022;"1 5 Rudergesellschaft Heidelberg 1898 e.V. 4:00.44";
1023;"Marit Neumann, Dorothee Honnen";
1024;"2 4 Karlsruher Ruder-Verein Wiking von 1879 e.V. 4:01.93";
1025;"Sonja Arnold-Keifer, Esther Linner +0:01.49";
1026;"3 2 Heidelberger Ruderklub 1872 e.V. 4:05.66";
1027;"Alina Steffens, Elena Weyers +0:05.22";
1028;"4 1 Breisacher Ruderverein e.V. 4:11.73";
1029;"Clara-Larissa Eschbach, Eva-Louisa Eschbach +0:11.29";
1030;"5 6 Ulmer Ruderclub Donau e.V. 4:13.43";
1031;"Liz Sauter, Elisa Romer +0:12.99";
1032;"6 3 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 4:31.30";
1033;"Maximiliane Blaser, Annina Hashagen +0:30.86";
1034;"Schiedsrichter: LANDMANN, Lucas (Breisach, GER)";
1035;"Internet: https://breisacher-ruderverein.de Seite 23/46";
1036;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
1037;"Rennen 141 - Jung 1x 12, Jungen-Einer 12 Jahre";
1038;"Finale";
1039;"Rang StNr Boot/Mannschaft Ergebnis";
1040;"1 4 Lauffener Ruderclub ""Neckar"" e.V. 1931 4:55.40";
1041;"Theophil Saur";
1042;"2 1 Ruderverein Waldsee 1900 e.V. 4:55.50";
1043;"Lian Nanaj +0:00.09";
1044;"3 3 Mannheimer RV Amicitia von 1876 4:55.90";
1045;"Daan Leswin +0:00.49";
1046;"4 2 Ruderverein Esslingen e.V. 5:16.13";
1047;"Alexander Büttner +0:20.72";
1048;"5 5 Heidelberger Ruderklub 1872 e.V. 6:51.84";
1049;"Jakob Hennes +1:56.43";
1050;"Schiedsrichter: MOLLY, Markus (Winterlingen, GER)";
1051;"Rennen 142 - JM 8+ A, Junioren-Achter m. St. A";
1052;"Finale";
1053;"Rang StNr Boot/Mannschaft Ergebnis";
1054;"1 3 Ruderclub Nürtingen e.V. 3:08.12";
1055;"Kevin Schlauersbach, Christian Kraushaar, Moritz Heider, Tim Lischke, Julian Bartels,";
1056;"Lukas Dorfschmid, Maximilian Hammer, Hannes Fouque, St. Micha Daniel Hümpfner";
1057;"2 2 Stuttgarter Rudergesellschaft von 1899 e.V. 3:11.97";
1058;"Jannik Fachat, Joshua Reimers, Serafino Jotter, Moritz Baumann, Frederic Franke, +0:03.84";
1059;"Pascal Bienert, Philip Manthey, Paul Schläger, St. Svea Hirsch";
1060;"3 1 Rgm. Mannheimer Regatta-Verein / Mannheimer RV Amicitia 3:12.13";
1061;"Orlando Reeg, Luis Leicht, Mathis Knappenberger, Ole Mahnke, Jón Mensing, Jan +0:04.01";
1062;"Keller, Cornelius Tens, Bjarne Orth, St. Luise Weber";
1063;"4 4 Rudergesellschaft Heidelberg 1898 e.V. 3:13.80";
1064;"Niklas Buß, Julius Durm, Felix Kindler, Benjamin Peter, Leonas Zidek, Benno +0:05.67";
1065;"Grimminger, Carl Krause, Ole Michel, St. Lotta Helbig";
1066;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
1067;"Rennen 302 - PR4 M 1x, Männer PR4-Einer";
1068;"Finale";
1069;"Rang StNr Boot/Mannschaft Ergebnis";
1070;"1 1 Ruderclub Nürtingen e.V. 5:25.62";
1071;"Paul Umbach";
1072;"2 2 Karlsruher Ruder-Verein Wiking von 1879 e.V. 5:39.30";
1073;"Severin Jütte +0:13.68";
1074;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
1075;"Rennen 243 - JF 8+ B, Juniorinnen-Achter m. St. B A/B";
1076;"Finale, Altersklasse A";
1077;"Rang StNr Boot/Mannschaft Ergebnis";
1078;"1 2 Marbacher Ruderverein von 1920 e.V. 3:18.52";
1079;"Paula Thaler, Marie Kayser, Lina Spahr, Lea Endreß, Julika Grünewald, Marlena";
1080;"Knauf, Lotta Bitz, Charlotte Schünemann, St. Mia-Sophie Walesch";
1081;"2 1 Stuttgarter Rudergesellschaft von 1899 e.V. 3:20.15";
1082;"Svea Hirsch, Lilja Godlinski, Marlene Hetzel, Ella Mahr, Charlotte Wünsche, Patricia +0:01.62";
1083;"Tomm, Caitlin Morton, Helene Wünsche, St. Lilly Hugle";
1084;"Schiedsrichter: FALK, Mary Carol (Ladenburg, GER)";
1085;"Internet: https://breisacher-ruderverein.de Seite 24/46";
1086;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
1087;"Rennen 244 - MM 1x C, Masters-Männer-Einer C";
1088;"Finale";
1089;"Rang StNr Boot/Mannschaft Ergebnis";
1090;"1 1 Mannheimer RV Amicitia von 1876 3:49.13";
1091;"Jan Vogt";
1092;"2 2 Heidelberger Ruderklub 1872 e.V. 3:51.53";
1093;"Gregor Jakubik +0:02.40";
1094;"3 3 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 3:54.32";
1095;"Thomas Holzleitner +0:05.19";
1096;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
1097;"Abmeldungen";
1098;"4 RC Undine";
1099;"Rennen 245 - Jung/Mäd 4x+ 13+14, Jungen/Mädchen-Doppelvierer m. St. 13 u. 14 Jahre";
1100;"Finale";
1101;"Rang StNr Boot/Mannschaft Ergebnis";
1102;"1 3 Heidelberger Ruderklub 1872 e.V. (Boot 1) 3:37.70";
1103;"Elizabeth Baldessari, Emilio Campagnolo, Pascal Hamann Velasco, Hannah Mack,";
1104;"St. Jakob Deisler";
1105;"2 4 Ruderclub Nürtingen e.V. 3:41.14";
1106;"Amrei Kassa, Konrad Knopf, Hanna Fütterer, Leo Werner, St. Marlon Reise +0:03.44";
1107;"3 2 Ulmer Ruderclub Donau e.V. 3:43.69";
1108;"Leyla Tuna, Mika Erche, Antoine Journeault, Valerie Guter, St. Maximilian Brunner +0:05.99";
1109;"4 5 Rudergesellschaft Eberbach 1899 e.V. 3:47.37";
1110;"Lani Kunze, Sophie Fuchs, Christian Heck, Jonathan Karl Müller, St. Helene Ella +0:09.66";
1111;"Müller";
1112;"5 1 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 4:07.50";
1113;"Lorenz Orsho, Tim Kellner, Carlotta Janssen, Marla Pattathu, St. Ole Vogel +0:29.80";
1114;"6 6 Heidelberger Ruderklub 1872 e.V. (Boot 2) 4:11.74";
1115;"Maria Glover, Max Ortmann, Morten Micol, Carla Hagedorn, St. Marie Ehehalt +0:34.03";
1116;"Schiedsrichter: BRÜHE, Beate (Ludwigshafen, GER)";
1117;"Rennen 246 - SF 4x A, Frauen-Doppelvierer A WP";
1118;"Vorlauf 1";
1119;"Rang StNr Boot/Mannschaft Ergebnis";
1120;"1 3 Rudergesellschaft Heidelberg 1898 e.V. 3:22.12";
1121;"Lenda Riegraf, Anna Miucci, Marit Neumann, Dorothee Honnen";
1122;"2 2 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 3:24.04";
1123;"Salome Horrer, Emilie Schaufler, Johanna Györffy, Zoe Würfel +0:01.92";
1124;"3 5 Breisacher Ruderverein e.V. 3:24.92";
1125;"Eva-Louisa Eschbach, Lina Marie Breitenfeldt, Clara-Larissa Eschbach, Claire Licht +0:02.79";
1126;"4 4 Mannheimer RV Amicitia von 1876 3:27.65";
1127;"Johanna Neumann, Verena Schuhmacher, Felice Orth, Bettina Haueisen +0:05.52";
1128;"Schiedsrichter: BAUDER, Kurt (Mannheim, GER)";
1129;"Internet: https://breisacher-ruderverein.de Seite 25/46";
1148;"4 6 Ulmer Ruderclub Donau e.V. 3:24.16";
1149;"Elisa Romer, Liz Sauter, Beatriz Schillinger, Harriet Wappler-Niemeyer +0:02.64";
1150;"5 8 Heidelberger Ruderklub 1872 e.V. 3:25.22";
1151;"Alina Steffens, Lina Kirschner, Alena Losgar, Marie Treppke +0:03.70";
1152;"6 4 Mannheimer RV Amicitia von 1876 3:30.86";
1153;"Johanna Neumann, Verena Schuhmacher, Felice Orth, Bettina Haueisen +0:09.34";
1154;"Schiedsrichter: MOLLY, Markus (Winterlingen, GER)";
1155;"Abmeldungen";
1156;"1 Karlsruher RV Wiking";
1157;"Rennen 247 - JF 2- B, Juniorinnen-Zweier o. St. B";
1158;"Finale";
1159;"Rang StNr Boot/Mannschaft Ergebnis";
1160;"1 3 Mannheimer Regatta-Verein e.V. 3:49.12";
1161;"Isa Charlotte Jaclin, Karla Müller";
1162;"2 2 Ruderverein Friedrichshafen e.V. 3:50.02";
1163;"Leni Gerth, Allysa Rauber +0:00.89";
1164;"3 1 Stuttgarter Rudergesellschaft von 1899 e.V. 4:07.16";
1165;"Ella Mahr, Patricia Tomm +0:18.04";
1166;"4 4 Karlsruher Ruder-Verein Wiking von 1879 e.V. 4:11.19";
1167;"Charlotte Wiener, Lena Weinhardt +0:22.07";
1168;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
1169;"Rennen 249 - JM 4- A, Junioren-Vierer o. St. A";
1170;"Finale";
1171;"Rang StNr Boot/Mannschaft Ergebnis";
1172;"1 3 Ruderclub Nürtingen e.V. 3:04.35";
1173;"Julian Bartels, Lukas Dorfschmid, Maximilian Hammer, Hannes Fouque";
1174;"2 2 Rudergesellschaft Heidelberg 1898 e.V. 3:08.79";
1175;"Leonas Zidek, Julius Durm, Carl Krause, Ole Michel +0:04.44";
1176;"3 1 Stuttgarter Rudergesellschaft von 1899 e.V. 3:18.82";
1177;"Frederic Franke, Philip Manthey, Jannik Fachat, Paul Schläger +0:14.47";
1178;"Schiedsrichter: BRÜHE, Beate (Ludwigshafen, GER)";
1179;"Internet: https://breisacher-ruderverein.de Seite 26/46";
1180;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
1181;"Rennen 250 - Mäd 2x 12+13, Mädchen-Doppelzweier 12 u. 13 Jahre";
1182;"Finale";
1183;"Rang StNr Boot/Mannschaft Ergebnis";
1184;"1 4 Ruderclub Nürtingen e.V. 4:04.47";
1185;"Lilia Fick, Lisa Maier";
1186;"2 3 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 4:20.85";
1187;"Frieda Braun, Emilia Hasenclever +0:16.38";
1188;"3 5 Mannheimer RV Amicitia von 1876 4:56.31";
1189;"Johanna Englert, Svenja Wolf +0:51.84";
1190;"Schiedsrichter: MOLLY, Markus (Winterlingen, GER)";
1191;"Abmeldungen";
1192;"1 Karlsruher RV Wiking";
1193;"2 RG Heidelberg";
1194;"Rennen 251 - SM 2x A, Männer-Doppelzweier A";
1195;"Vorlauf 1";
1196;"Rang StNr Boot/Mannschaft Ergebnis";
1197;"1 2 Stuttgarter Rudergesellschaft von 1899 e.V. 3:18.86";
1198;"Emil Schmidberger, Phlipp Kreiter";
1199;"2 5 Ulmer Ruderclub Donau e.V. 3:19.60";
1200;"Mikel Mardaras-Peters, Colin Gaukler +0:00.73";
1201;"3 6 Ruderclub Nürtingen e.V. 3:20.71";
1202;"Urs Strohmann, Max Melcher +0:01.84";
1203;"4 1 Ruderclub Undine e.V. Radolfzell 3:21.14";
1204;"Kilian Gorus, Adrian Rutz +0:02.27";
1205;"5 8 Karlsruher Ruder-Verein Wiking von 1879 e.V. (Boot 2) 3:26.19";
1206;"Clemens König, Benjamin Jeria Marras +0:07.32";
1207;"6 3 Mannheimer Ruder-Club von 1875 e.V. (Boot 2) 3:27.56";
1793;"4 8 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 (Boot 2) 3:36.36";
1794;"Leon Scholten, Marek Müller +0:11.15";
1795;"5 10 Mannheimer Regatta-Verein e.V. (Boot 1) 3:38.29";
1796;"Juri Thiel, Luuk Leswin +0:13.07";
1797;"6 13 Heilbronner Rudergesellschaft ""Schwaben"" e.V. 3:39.80";
1798;"Samuel Zimnik, Marlo Müller +0:14.58";
1799;"Schiedsrichter: MENOLD, Klaus (Heidelberg, GER)";
1800;"Finale";
1801;"Rang StNr Boot/Mannschaft Ergebnis";
1802;"1 6 Ulmer Ruderclub Donau e.V. 3:31.50";
1803;"Anton Kumpf, Moritz Henßler";
1804;"2 11 Karlsruher Ruder-Verein Wiking von 1879 e.V. (Boot 2) 3:35.43";
1805;"Toni Detscher, Laurens Ochmann +0:03.92";
1806;"3 2 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 (Boot 1) 3:36.96";
1807;"Laslo Seeliger, Henri Leforestier +0:05.46";
1808;"4 4 Rudergesellschaft Heidelberg 1898 e.V. 3:39.49";
1809;"Benjamin Peter, Felix Kindler +0:07.98";
1810;"5 12 Heidelberger Ruderklub 1872 e.V. 3:40.54";
1811;"Paul Seelinger, Magnus Remus +0:09.04";
1812;"6 9 Breisacher Ruderverein e.V. 3:47.85";
1208;"Benjamin Klein, Bjarne Bickenbach +0:08.69";
1209;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
1210;"Vorlauf 2";
1211;"Rang StNr Boot/Mannschaft Ergebnis";
1212;"1 11 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 3:11.38";
1213;"Tobias Gathmann, Philip Kaltenborn";
1214;"2 12 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 3:11.79";
1215;"Maximilan Göthel, Paul Maissenhaelter +0:00.41";
1216;"3 13 Karlsruher Ruder-Verein Wiking von 1879 e.V. (Boot 1) 3:12.63";
1217;"Rune Grofer, Karl Draper +0:01.24";
1218;"4 9 Mannheimer Ruder-Club von 1875 e.V. (Boot 1) 3:14.44";
1219;"Lars Walter, Sebastian Laurent +0:03.06";
1220;"5 14 Ruderverein Waldsee 1900 e.V. (Boot 1) 3:17.62";
1221;"Finn Göttel, Timon Christl +0:06.24";
1222;"6 10 Breisacher Ruderverein e.V. 3:27.83";
1223;"Paul Rommel, Marius Schulz +0:16.45";
1224;"Schiedsrichter: DIODONE, Linus (Ludwigsburg, GER)";
1225;"Internet: https://breisacher-ruderverein.de Seite 27/46";
1226;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
1227;"Finale";
1228;"Rang StNr Boot/Mannschaft Ergebnis";
1229;"1 5 Ulmer Ruderclub Donau e.V. 3:11.03";
1230;"Mikel Mardaras-Peters, Colin Gaukler";
1231;"2 11 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 3:13.12";
1232;"Tobias Gathmann, Philip Kaltenborn +0:02.09";
1233;"3 13 Karlsruher Ruder-Verein Wiking von 1879 e.V. (Boot 1) 3:15.29";
1234;"Rune Grofer, Karl Draper +0:04.25";
1235;"4 12 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 3:15.53";
1236;"Maximilan Göthel, Paul Maissenhaelter +0:04.49";
1237;"5 2 Stuttgarter Rudergesellschaft von 1899 e.V. 3:17.29";
1238;"Emil Schmidberger, Phlipp Kreiter +0:06.25";
1239;"6 6 Ruderclub Nürtingen e.V. 3:33.76";
1240;"Urs Strohmann, Max Melcher +0:22.72";
1241;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
1242;"Abmeldungen";
1243;"4 RV Esslingen";
1244;"7 RV Waldsee (Boot 2)";
1245;"Rennen 253 - JM 2- B, Junioren-Zweier o. St. B";
1246;"Vorlauf 1";
1247;"Rang StNr Boot/Mannschaft Ergebnis";
1248;"1 4 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 3:33.19";
1249;"Laslo Seeliger, Henri Leforestier";
1250;"2 3 Stuttgart-Cannstatter Ruderclub von 1910 e.V. (Boot 1) 3:35.27";
1251;"Denys Bidnyi, Karl Geiß +0:02.07";
1252;"3 1 Mannheimer Regatta-Verein e.V. (Boot 2) 3:36.27";
1253;"Jan Keller, Jón Mensing +0:03.08";
1254;"4 2 Stuttgarter Rudergesellschaft von 1899 e.V. (Boot 2) 3:37.31";
1255;"Philipp Axmann, Moritz Fuchs +0:04.11";
1256;"Schiedsrichter: BAUDER, Kurt (Mannheim, GER)";
1257;"Vorlauf 2";
1258;"Rang StNr Boot/Mannschaft Ergebnis";
1259;"1 7 Mannheimer Regatta-Verein e.V. (Boot 1) 3:34.35";
1260;"Bjarne Orth, Cornelius Tens";
1261;"2 8 Stuttgarter Rudergesellschaft von 1899 e.V. (Boot 1) 3:36.17";
1262;"Elias Bostanci, Pascal Bienert +0:01.81";
1263;"3 6 Stuttgart-Cannstatter Ruderclub von 1910 e.V. (Boot 2) 3:40.37";
1264;"Samuel Kilgus, Philipp Jurkat +0:06.01";
1265;"4 5 Ruderclub Nürtingen e.V. 3:40.54";
1266;"Moritz Heider, Tim Lischke +0:06.19";
1267;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
1268;"Internet: https://breisacher-ruderverein.de Seite 28/46";
1269;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
1270;"Finale";
1271;"Rang StNr Boot/Mannschaft Ergebnis";
1272;"1 4 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 3:23.75";
1273;"Laslo Seeliger, Henri Leforestier";
1274;"2 7 Mannheimer Regatta-Verein e.V. (Boot 1) 3:28.18";
1275;"Bjarne Orth, Cornelius Tens +0:04.43";
1276;"3 6 Stuttgart-Cannstatter Ruderclub von 1910 e.V. (Boot 2) 3:31.56";
1277;"Samuel Kilgus, Philipp Jurkat +0:07.81";
1278;"4 3 Stuttgart-Cannstatter Ruderclub von 1910 e.V. (Boot 1) 3:31.81";
1279;"Denys Bidnyi, Karl Geiß +0:08.05";
1280;"5 1 Mannheimer Regatta-Verein e.V. (Boot 2) 3:42.30";
1281;"Jan Keller, Jón Mensing +0:18.55";
1282;"6 8 Stuttgarter Rudergesellschaft von 1899 e.V. (Boot 1) 3:48.19";
1283;"Elias Bostanci, Pascal Bienert +0:24.44";
1284;"Schiedsrichter: BRÜHE, Beate (Ludwigshafen, GER)";
1285;"Rennen 254 - MM/F 4x C, Masters-Mixed-Doppelvierer C";
1286;"Finale";
1287;"Rang StNr Boot/Mannschaft Ergebnis";
1288;"1 1 Ruderclub Nürtingen e.V. 3:15.64";
1289;"Tanja Knöll, Christian Bartels, Andreas Rieger, Neele Zahn";
1290;"2 2 Karlsruher Rheinklub Alemannia e.V. 3:19.59";
1291;"Thiago Barretto, Rosa Brown, Claudia Ciescholka, Josef Gravenhorst +0:03.95";
